estimator,validation_role,sigma_a,object,rho_star_emp_raw,emp_status,Q_raw,rho_star_pred_f7_leading,pred_status,log10_pred_over_emp,agreement_factor
true_s1,same_estimator_theorem_validation,0.05,4,,not_reached,1.8713090039946618,,Q_raw_ge_1_no_crossing,,
true_s1,same_estimator_theorem_validation,0.05,5,,not_reached,1.2001226807620422,,Q_raw_ge_1_no_crossing,,
true_s1,same_estimator_theorem_validation,0.05,6,,not_reached,1.1191030969838744,,Q_raw_ge_1_no_crossing,,
true_s1,same_estimator_theorem_validation,0.05,7,,not_reached,1.0560010114370437,,Q_raw_ge_1_no_crossing,,
true_s1,same_estimator_theorem_validation,0.05,8,,not_reached,1.077180559892063,,Q_raw_ge_1_no_crossing,,
true_s1,same_estimator_theorem_validation,0.05,9,,not_reached,1.3333762250094001,,Q_raw_ge_1_no_crossing,,
true_s1,same_estimator_theorem_validation,0.1,0,0.4941363259961047,observed,0.3864266733918158,0.48845550019959766,predicted,-0.005021777546611008,1.0116301808336392
true_s1,same_estimator_theorem_validation,0.1,1,0.5054242498845019,observed,0.39256472535377174,0.4985096532358434,predicted,-0.0059825027240955385,1.0138705371175374
true_s1,same_estimator_theorem_validation,0.1,2,0.3957021898096055,observed,0.3280938482663457,0.3976366033699297,predicted,0.002117901726518882,1.0048885591491292
true_s1,same_estimator_theorem_validation,0.1,3,0.454779658661551,observed,0.36311961288887346,0.45117341637772035,predicted,-0.0034575287387717977,1.0079930291832875
true_s1,same_estimator_theorem_validation,0.1,4,0.641488963107354,observed,0.46782725099866546,0.6307871261814554,predicted,-0.007306367514525928,1.0169658454995483
true_s1,same_estimator_theorem_validation,0.1,5,0.35054301355430684,observed,0.30003067019051055,0.3567187594564904,predicted,0.007584633127129949,1.0176176550762344
true_s1,same_estimator_theorem_validation,0.1,6,0.31886550480100423,observed,0.2797757742459686,0.32819269079625246,predicted,0.0125213652608181,1.0292511603005445
true_s1,same_estimator_theorem_validation,0.1,7,0.2957851896999257,observed,0.26400025285926093,0.3065255038120982,predicted,0.015490190332128364,1.0363111963890708
true_s1,same_estimator_theorem_validation,0.1,8,0.3025930711701556,observed,0.26929513997301574,0.31374564901372926,predicted,0.015718732539218492,1.036856686111303
true_s1,same_estimator_theorem_validation,0.1,9,0.4047047367150065,observed,0.33334405625235003,0.4054811926160444,predicted,0.000832427728730146,1.0019185737912049
true_s1,same_estimator_theorem_validation,0.15,0,0.18495795954997596,observed,0.17174518817414036,0.1884344281892344,predicted,0.008087228473619146,1.0187959936826567
true_s1,same_estimator_theorem_validation,0.15,1,0.18838166391058772,observed,0.17447321126834303,0.19173356462619565,predicted,0.007659518003023532,1.0177931367948785
true_s1,same_estimator_theorem_validation,0.15,2,0.15466350883497665,observed,0.1458194881183759,0.15761273530280273,predicted,0.008203447351806042,1.0190686639016633
true_s1,same_estimator_theorem_validation,0.15,3,0.1729931748523613,observed,0.1613864946172771,0.1760053396974494,predicted,0.00749687463078761,1.0174120444211674
true_s1,same_estimator_theorem_validation,0.15,4,0.22825611025175865,observed,0.20792322266607358,0.2330969507880039,predicted,0.009114180307143466,1.0212079340654057
true_s1,same_estimator_theorem_validation,0.15,5,0.14027360718377022,observed,0.13334696452911582,0.1431165720671904,predicted,0.00871396028383529,1.0202672829229782
true_s1,same_estimator_theorem_validation,0.15,6,0.12993968311758647,observed,0.12434478855376387,0.13278285976374546,predicted,0.0094002145533168,1.0218807417252673
true_s1,same_estimator_theorem_validation,0.15,7,0.12196244263395677,observed,0.1173334457152271,0.12480777791423261,predicted,0.010015537327282715,1.023329602284332
true_s1,same_estimator_theorem_validation,0.15,8,0.12455766435807696,observed,0.11968672887689592,0.1274774449466415,predicted,0.010062894279166535,1.023441195719364
true_s1,same_estimator_theorem_validation,0.15,9,0.15747360846225572,observed,0.14815291388993337,0.16034824465727252,predicted,0.007856430705924521,1.0182547172385765
true_s1,same_estimator_theorem_validation,0.3,0,0.04298931143855786,observed,0.04293629704353509,0.043885324481787814,predicted,0.008958824754098996,1.0208426935265194
true_s1,same_estimator_theorem_validation,0.3,1,0.043742200220484515,observed,0.04361830281708576,0.044598180780046376,predicted,0.008416519473225258,1.0195687586643392
true_s1,same_estimator_theorem_validation,0.3,2,0.03634511343497075,observed,0.03645487202959397,0.037135954683919954,predicted,0.009348564502686231,1.0217592180683157
true_s1,same_estimator_theorem_validation,0.3,3,0.040371500665067256,observed,0.04034662365431928,0.04118312602697145,predicted,0.008644415842804822,1.0201039185696281
true_s1,same_estimator_theorem_validation,0.3,4,0.052387490470227845,observed,0.051980805666518394,0.05338052974486991,predicted,0.008155284543079325,1.0189556565074713
true_s1,same_estimator_theorem_validation,0.3,5,0.033160356533097464,observed,0.033336741132278955,0.033905076991149315,predicted,0.009645543558461986,1.0224581559401673
true_s1,same_estimator_theorem_validation,0.3,6,0.03085849054552264,observed,0.031086197138440966,0.03157962578331112,predicted,0.010032300767477827,1.0233691027992653
true_s1,same_estimator_theorem_validation,0.3,7,0.029092539154476967,observed,0.029333361428806774,0.0297721872781831,predicted,0.010029114711397285,1.0233615952219677
true_s1,same_estimator_theorem_validation,0.3,8,0.029659528703367334,observed,0.02992168221922398,0.030378470763823842,predicted,0.010401662212681486,1.024239834275414
true_s1,same_estimator_theorem_validation,0.3,9,0.03695875496399062,observed,0.037038228472483344,0.03774156524349904,predicted,0.009102574913647217,1.0211806452969294
true_s1,same_estimator_theorem_validation,0.5,0,0.015264194377018467,observed,0.015457066935672635,0.015577772849914143,predicted,0.008831479026972813,1.0205434014498527
true_s1,same_estimator_theorem_validation,0.5,1,0.015525927838080222,observed,0.01570258901415087,0.015827180660448862,predicted,0.008345996368461764,1.0194032089747167
true_s1,same_estimator_theorem_validation,0.5,2,0.012944237303494662,observed,0.013123753930653828,0.01321063133151154,predicted,0.008847106739574239,1.020580125485258
true_s1,same_estimator_theorem_validation,0.5,3,0.01435088258123922,observed,0.01452478451555494,0.014631301884253356,predicted,0.008404360039523648,1.0195402130445081
true_s1,same_estimator_theorem_validation,0.5,4,0.018534960782112055,observed,0.01871309003994662,0.018890395347040182,predicted,0.008249375686862516,1.0191764400856544
true_s1,same_estimator_theorem_validation,0.5,5,0.01182954875976072,observed,0.012001226807620422,0.012073822943157961,predicted,0.008876624139464287,1.0206494929230236
true_s1,same_estimator_theorem_validation,0.5,6,0.01102269952998191,observed,0.011191030969838747,0.011254121698730798,predicted,0.009023638121973996,1.0209950537179586
true_s1,same_estimator_theorem_validation,0.5,7,0.010396167329310578,observed,0.010560010114370437,0.010616162685507491,predicted,0.009094304196220655,1.0211611980865936
true_s1,same_estimator_theorem_validation,0.5,8,0.010599577805038212,observed,0.01077180559892063,0.010830241515946077,predicted,0.009349574467279752,1.0217615942021978
true_s1,same_estimator_theorem_validation,0.5,9,0.013158286721870782,observed,0.013333762250094002,0.013423455045168255,predicted,0.00866496716439825,1.020152192219427
