basis,rho,object,argmin_W,n_fit_points,fit_rule,slope_log_err_vs_log_W
random_uniform,0.001,natural_patch,16,3,inclusive_argmin,-0.20745444403756932
random_uniform,0.001,ring,32,3,strict_below_argmin,-0.3273256792711903
random_uniform,0.001,stripe,16,3,inclusive_argmin,-0.25984315515940165
random_uniform,0.01,digit_0,16,3,inclusive_argmin,-0.16240692281462676
random_uniform,0.01,digit_1,8,2,segment_too_short,
random_uniform,0.01,digit_2,8,2,segment_too_short,
random_uniform,0.01,digit_3,16,3,inclusive_argmin,-0.12528715677941382
random_uniform,0.01,digit_4,16,3,inclusive_argmin,-0.15919380659310825
random_uniform,0.01,letter_A,16,3,inclusive_argmin,-0.16783778091875717
random_uniform,0.01,letter_L,16,3,inclusive_argmin,-0.23438042509677537
random_uniform,0.01,natural_patch,4,1,segment_too_short,
random_uniform,0.01,ring,8,2,segment_too_short,
random_uniform,0.01,stripe,4,1,segment_too_short,
srht_paired,0.001,digit_0,16,3,inclusive_argmin,-0.6699404370116646
srht_paired,0.001,digit_1,16,3,inclusive_argmin,-0.5435157443769003
srht_paired,0.001,digit_2,16,3,inclusive_argmin,-0.516155342220138
srht_paired,0.001,digit_3,16,3,inclusive_argmin,-0.6143675194857566
srht_paired,0.001,digit_4,16,3,inclusive_argmin,-0.5957740418606219
srht_paired,0.001,letter_A,16,3,inclusive_argmin,-0.6658219481412766
srht_paired,0.001,letter_L,32,3,strict_below_argmin,-0.716927504392456
srht_paired,0.001,natural_patch,8,2,segment_too_short,
srht_paired,0.001,ring,16,3,inclusive_argmin,-0.5215784669716098
srht_paired,0.001,stripe,16,3,inclusive_argmin,-0.30082894255464865
srht_paired,0.01,digit_0,8,2,segment_too_short,
srht_paired,0.01,digit_1,8,2,segment_too_short,
srht_paired,0.01,digit_2,8,2,segment_too_short,
srht_paired,0.01,digit_3,8,2,segment_too_short,
srht_paired,0.01,digit_4,8,2,segment_too_short,
srht_paired,0.01,letter_A,8,2,segment_too_short,
srht_paired,0.01,letter_L,16,3,inclusive_argmin,-0.2758320839332083
srht_paired,0.01,natural_patch,4,1,segment_too_short,
srht_paired,0.01,ring,8,2,segment_too_short,
srht_paired,0.01,stripe,4,1,segment_too_short,
